t,censored,totredeem,prevcat,prefood,pregas,prebank,preretail,preother,prebonus,baselen
1031,0,5850,merch,0.407619,0,5.318092346,0.074285686,0.0247619,0.25333333,525
452,0,1530,cert,0.590372086,0.00363306,0,0.128973603,0.076294243,0.450499535,1101
67,0,2375,entertain,0.160537481,0.144271493,3.016971588,0.164780736,0.336633444,0.160537481,1414
139,0,4430,entertain,0.824669838,1.012412071,0.781225681,0.005430564,0.256788015,1.059735298,1289
104,1,5825,cert,0.141896367,0,1.776731491,0.154673815,0,0.155346274,1487
60,1,2400,cert,0.1146245,0.208827376,0.684453011,0.375494003,0.117259502,0.234519005,1518
1338,1,975,cert,0.188976288,0.519684792,0,0.062992096,0.090551138,0.23622036,254
661,1,2100,travel,0,0.003282275,1.655360222,0.003282275,0,0,914
692,0,1460,cert,0.747899056,0.210083962,0.008403361,0.033613443,0,0.109243691,119
1553,1,5325,travel,0.111111105,1.25,0.69444418,0,0.027777776,0.888888836,36
109,0,4550,merch,1.983133316,0.236823559,0.621925354,0.006324664,0.240337253,1.924103737,1423
119,0,8025,cert,0.298642397,0.096832573,11.14569855,0.429864168,0.026244342,0.262443304,1105
1409,0,825,merch,,,,,,,
349,0,21014,travel,3.464063644,0.207630873,8.664588928,0.947648525,0.358473778,2.706298828,1127
17,0,3235,cert,1.625687599,0.001834862,0.297247648,0.321100712,0.018348619,0.655045509,545
1,0,4325,entertain,0.035775125,0.691652298,0,0.001703577,0,0.335604668,587
132,0,17570,cert,6.681129456,0.699999809,3.983016968,0.386792421,0.022641495,6.227355957,1060
760,0,6630,travel,0.216251612,0.00655308,11.33944702,0.103538632,0,0.111402333,763
1182,1,275,entertain,0.533007145,0,0,0.017114908,0,0.053789705,409
562,0,14740,cert,2.034551621,0.264227629,9.002029419,0.089430869,0.15040648,2.045730591,984
13,0,94175,travel,1.036496162,0.104844034,23.26940918,0.392169714,21.42866516,1.332448006,1507
241,0,3750,travel,0.355475664,0,3.421005249,0.10951525,0.080789924,0.245062828,1114
688,1,1538,travel,1.38255024,0.005592838,0,0,0.017897084,1.107381821,894
192,0,3210,cert,0.204010367,0,1.974716187,0.177855253,0.006102875,0.142981648,1147
156,0,2680,entertain,0.156848788,0.16039741,2.324342728,0.237757206,0.008516677,0.315826654,1409
155,1,550,cert,0.075193226,0.120871365,0,0.002108222,0,0.090653539,1423
1415,0,425,cert,,,,,,,
321,0,1100,travel,0.395099402,0.004594177,1.009187698,0.013782539,0.038284838,0.284839153,653
1266,0,2825,merch,0.40625,0.03125,3.024305344,0.003472222,0,0,288
674,0,130,entertain,0.3429842,0.037861913,0,0.040089071,0.089086831,0.276169062,449
616,0,175,entertain,,,,,,,
1416,1,475,merch,0.127906919,0,0.465116262,0,0.075581372,0,172
656,0,2462,travel,0.045454532,0.734848023,0,0.284090757,0.38257575,0.696969509,264
548,1,1700,merch,0.043868393,0,0,0.166500449,0.001994018,0.009970084,1003
375,0,3710,cert,0.694706917,0.001890359,1.744800568,0.27126646,0.032136083,0.500945091,1058
708,0,4375,travel,0.122806966,0.43107748,11.5588913,0.233082652,0,0.270676613,399
1194,1,9000,travel,1.565325737,0.957286358,1.482411385,0.595477104,0.190954685,1.824120522,398
1502,1,1600,travel,0.294117451,0,11.90587616,0,0.02352941,0,85
1534,1,1400,travel,0.961538315,0.076923072,1.230769157,2.75,0,0.423076868,52
891,1,3115,travel,2.790298462,0.09985733,0.211126924,0.005706132,0.249643326,2.325248718,701
6,0,16428,entertain,1.539111137,1.171951294,9.450309753,0.350246429,0.866102696,3.017616272,1419
54,0,1100,merch,0.013257571,0.085227251,0.660984516,0.749053001,0,0.142045379,1056
46,0,3495,cert,1.235374451,0.006194081,0.291121721,0.189263582,0.490708828,0.960770607,1453
202,0,4110,cert,0.747676849,0.005718369,2.019298554,0.060042858,0.034310192,0.360971928,1399
80,0,8675,merch,1.170228005,0.728076458,1.596904755,0.341193676,0.045689017,1.9690485,1357
1257,0,2305,travel,0.01311475,0,1.580327034,0.019672126,0,0,305
557,1,1000,merch,0,0.004366811,0,0.567685127,0,0.146288157,458
1,0,14230,cert,0,0.054273218,5.191513062,0,0.547722817,0.391141415,1603
1596,1,365,cert,,,,,,,
697,0,800,cert,0.99411726,0.120588183,0.147058725,0.06764704,0.04411763,1.016176224,680
605,0,4275,travel,0,0.350568533,1.802481651,0.07549119,0.002068251,0.186142683,967
242,0,2140,entertain,0.557539463,0.147817373,2.098213196,0.216269732,0,0.262896776,1008
1094,1,2250,merch,0.283400774,0,0.473684073,0.366396666,0,0.463562727,494
490,1,3080,cert,0.212727189,0.450908899,0,0.034545451,0.028181806,0.23272717,1100
401,0,225,cert,0.066726744,0.366095543,3.494138718,0.12263298,0.047790796,0.348061085,1109
97,0,1400,travel,0.075418949,0.02513966,0.997206688,0.072625697,0.022346363,0.041899413,358
1317,1,695,merch,0.024793387,0.00826446,0,0.00413223,0.041322291,0.045454532,242
22,0,18975,merch,0.687791824,0.076050699,0,0.058038682,1.885923386,0.783188343,1499
19,0,3080,travel,0.089635849,0.271708489,0.509803772,0.14355731,0.363445282,0.417366743,1428
995,1,1540,cert,1,0.149579763,0.001680672,0.018487394,0,0.507562637,595
722,1,980,cert,0.253179073,0.312138557,0.234681964,0.047398835,0.019653171,0.247398734,865
84,0,8925,merch,0.80355835,0.674021244,2.765834808,0.281850338,0.656227589,1.398575783,1405
479,0,980,cert,0.514084339,0.028169006,0,1.29577446,0,0.255868435,426
47,0,1092,travel,0.00074129,0.352853775,3.229057312,0.022238687,0.025945142,0.320978403,1349
1469,1,2600,merch,0,0.3801651,0.60330534,0.033057839,0,0.280991554,121
177,0,4530,merch,3.188167572,0.008216925,0,0.09778142,0.186524153,2.583400726,1217
387,0,1950,cert,1.094527245,0.45895505,0.482586861,0.018656716,0.008706465,0.893034458,804
619,1,960,travel,0.143507958,0.004555807,0,0.028473795,0.045558065,0.161731124,878
168,0,2715,entertain,1.555315971,0,0,0.161117077,0,0.223415613,931
893,1,4700,merch,1.206007958,0.110157311,0.040057212,0.134477735,0,0.515021324,699
171,0,12005,cert,7.103546143,0,0,0.031860948,0.116582155,6.333812714,1381
378,0,1200,cert,0.479807615,0.021153837,0,0.029807687,0.012499996,0.141346097,1040
1332,1,1325,travel,0.133891106,0.041841,0,0.054393292,0.025104597,0.075313807,239
106,0,6100,cert,0.290097475,0.294978857,1.880055428,0.200139403,0.043235689,0.283821344,1434
205,0,5950,travel,10.54925537,0.140393972,0,0.402709246,0.028325111,9.346054077,812
417,1,3200,merch,1.17521286,0.083760679,0.1059829,0.365811825,0.121367514,0.323931456,1170
617,0,4780,merch,0.003898634,0.161793351,2.846002579,0.046783596,0,0.093567193,513
80,0,11081,travel,0.289699554,0.042918444,8.255363464,0.263948441,0.354077101,0.475679398,1398
220,0,5300,entertain,3.040782929,0.039967358,1.145187378,0.008156605,0.026916802,2.829526901,1226
355,0,3070,entertain,0.349314928,0.431506634,0.33561635,0.078082144,0,0.353424549,730
115,1,690,entertain,0.164969444,0,0,0.072640836,0.000678886,0.078071952,1473
520,1,2200,merch,0.29238081,0.5,0,0.208571315,0,0.529523373,1050
1496,0,3850,travel,0.340206146,0.381443262,1.381443024,0.567009926,0,0.340206146,97
133,0,14565,travel,14.46203613,0.004338391,3.01301384,0.188720107,0.045553118,11.94142914,461
220,1,1600,cert,0.381645918,0.117261469,0,0.139839649,0.166059613,0.406409264,1373
47,1,1125,travel,0.060481072,0.034364253,0,0.013745703,0.008934706,0.069415748,1455
605,1,790,cert,0.296025038,0,0,0.006276149,0,0.123430908,956
1458,1,3850,travel,0.351145029,0,1.763358116,0.183206081,0.053435087,0.167938829,131
891,1,700,cert,0.134392977,0.065028846,0,0,0.170520186,0.080924809,692
15,0,8320,cert,2.754117966,0.026615962,0.046261072,1.275665283,0.131812334,3.300378799,1578
346,0,12217,travel,0.010535553,0.319578409,11.37488556,0.001755926,5.829673767,0.245829582,1139
773,0,19190,merch,5.343177795,0.891701698,9.025314331,0.098452866,1.279887199,4.988746643,711
359,0,6400,travel,0.13565886,0,4.534881592,1.472867966,0.282945633,0.124031007,258
365,0,250,cert,0.684523583,0,0,0.00297619,0.022321418,0.244047523,672
1071,1,590,entertain,0.017716527,0.003937006,1.787401199,0,0.051181078,0,508
2,0,20290,travel,5.327957153,0.797476769,10.46180725,0.395935297,0.248773575,5.224945068,1427
689,1,3250,merch,0.601336002,0.305122376,1.141425133,0.034521133,0,0.385300636,898
19,0,6730,cert,3.209594727,0.123737335,0.087121189,0.051136345,0.194444418,3.137624741,1584
77,0,1655,cert,1.030407906,0.237185001,2.287574768,0.054735005,0.009556904,2.96872139,1151
633,1,2950,travel,0,0.039957911,1.943217278,0.193480492,0.031545728,0.042060971,951
643,1,60,entertain,0.160506845,0.100316763,0.32840538,0.177402258,0,0.197465658,947
44,0,1465,cert,0.205818176,0.03490907,0.314181805,0.288727045,0.088727236,0.349817991,1375
311,1,3800,merch,0.167187452,0.607030869,1.05859375,0.007031247,0.0234375,0.610937119,1280
20,0,13030,travel,0.126134276,0.583484173,9.866600037,0.183302999,0.044464588,0.447368383,1102
999,0,2800,travel,0.125,0,5.3125,0,0,0,16
33,0,525,entertain,0.167949557,0.155353308,0,0.331700325,0.186843872,0.384884358,1429
130,0,1235,entertain,0.141970515,0.145073652,0.671838284,0.117145062,0.055857241,0.179208636,1289
540,1,900,travel,0.002876317,0.105464995,0.096836031,0,0.067114055,0.022051767,1043
156,0,9730,cert,0.775104523,0.217573166,8.006271362,0.224895358,0.155857682,0.910041809,956
899,1,1725,cert,0.69387722,0.002915451,0.176384807,0.160349846,0.039358586,0.606413841,686
84,0,100,cert,1.058441162,0,0,0.006493505,0,0.496753216,308
293,0,2200,merch,1.511504173,0.054867238,0.614159107,0.118584037,0.052212387,1.442477226,1130
205,0,600,cert,0.211356401,0,0.203995705,0.071503639,0.003154574,0.159831643,951
581,0,480,cert,0.318257809,0.01675041,0,0.051926285,0.005025122,0.06867671,597
136,1,800,cert,0.325646401,0.433962107,0.536687374,0.388539314,0.132774234,0.547169685,1431
248,0,3105,cert,2.631942749,0,0,0.21924603,0.018849194,1.788689613,1008
1201,1,923,travel,0.585051537,0.234536052,0,0.002577318,0.012886591,0.355669975,388
750,1,200,cert,0.059952021,0.005995203,0,0.466426849,0.158273339,0.147481918,834
359,0,1110,cert,0.481870174,0.410305262,0,0.096374035,0.027671754,0.457061052,1048
365,0,1390,cert,0.008482561,0.146088481,0.747407913,0.014137603,0,0.065975487,1061
738,0,140,cert,0.133233428,0,0,0.004491016,0.01047904,0.076347292,668
125,0,4500,travel,0.684598923,0.29219389,1.780590057,0,0.042194068,0.457805872,948
303,0,5320,cert,0.10872674,0.276108503,8.015731812,0.157367587,0.623747826,0.360514879,699
1052,1,470,entertain,0.009328358,0.440298319,0,0.027985066,0,0.143656611,536
1096,0,2400,travel,0,0.021621615,2.994594574,0,0,0,185
264,0,2865,cert,1.154610634,0.004520793,1.804700851,0.229656339,1.869800568,2.258588791,1106
472,1,1875,travel,1.181003571,0.005376343,0,0.078853011,0.017025083,0.620967388,1116
920,1,1200,merch,0.735118866,0.523809433,0.21875,0.001488095,0.044642836,0.696428299,672
1240,1,900,travel,0,0.045976996,0,0.020114929,0,0.020114929,348
34,0,6985,cert,2.710905075,0.197766066,0,0.298291683,0.900788307,1.655715942,1522
167,0,350,entertain,0.443840504,0.025362313,0.052536219,0.043478251,0,0.144927502,552
553,0,3600,travel,2.055990219,0.099664033,1.911533356,0.270996571,0.65397501,1.949607849,893
273,0,4675,merch,0.232214689,0.028187916,3.303354263,0.002684563,0.201342225,0.245637536,745
272,0,550,entertain,0.03719008,0.204958677,0,0.023966938,0.198347092,0.270247698,1210
249,0,665,cert,0.089743555,0.047008544,0,0.008547008,0.198717833,0.147435784,468
1380,1,2600,merch,0.12135917,0.320388317,1.242717743,0.058252424,0.135922313,0.441747427,206
138,0,4200,merch,0.494096041,0.722979069,7.064483643,0.099000871,0.00363306,0.877384186,1101
308,0,1460,cert,0.332677126,0.029527545,0,0.5905509,0.092519641,0.30905509,1016
210,1,4200,merch,0.604196549,0.071635306,2.386396408,0.055716336,0.001447178,0.486975193,1382
359,0,675,cert,0.057421446,0.212350965,0,0.296857834,0.009750806,0.068255663,923
89,0,5255,travel,0.132415175,0.518008232,4.008472443,0.221398234,0.370762587,0.64512682,944
1306,1,450,merch,0.099999964,0.03928569,0.564285278,0.049999982,0,0.074999988,280
952,0,1425,merch,0.082706749,0.481202841,0.12030071,0,0.007518794,0.187969923,133
351,0,3300,cert,0.045676976,0.920064926,1.490211487,0.406198978,0.004078303,0.794453144,1226
1,0,9554,merch,0.853074074,0.513268471,7.360515595,0.146278262,0.343689203,0.973462582,1545
250,0,775,cert,0.356709719,0.120346308,0,0.022510812,0,0.06753242,1155
102,0,11270,cert,2.488868713,0.061005741,3.822751999,0.052761734,0.022258848,1.620774269,1213
152,0,4225,merch,0.92714262,1.758570671,0.326428413,0.713571072,0.003571428,2.217855454,1400
128,1,768,travel,0.079092145,0.023383766,0,0.326684952,0.037826657,0.11760658,1454
739,1,2120,travel,0.824436188,0,0.516014099,0,0.039145887,0.628706932,843
130,1,750,cert,0.160848618,0.357289314,0,0.0164271,0.008898012,0.373032093,1461
44,0,10332,entertain,0.082344711,1,6.962314606,0.001395673,0.069085777,0.79623127,1433
392,0,350,cert,0.326417685,0,0,0.045643151,0,0.178423166,723
250,1,960,cert,0.199999929,0.024626851,0,0.23880589,0.029850736,0.100746214,1340
176,0,16170,travel,4.284580231,0.358068943,6.57780838,0.055475503,0.637608051,4.268009186,1388
357,0,700,cert,0.370157719,0.007173598,0.080344319,0.088952601,0,0.103299856,697
14,0,220,entertain,0.627717018,0.015625,0,0.090353251,0.021059781,0.41644001,1472
140,0,3780,merch,0.058657229,0.379505158,3.406358719,0.046643108,0.014134273,0.276324987,1415
453,0,875,entertain,0.176691651,0.288533688,0.280075073,0.041353375,0,0.280075073,1064
373,0,200,cert,0.205278516,0,0,0.0293255,0.035190612,0.126099706,341
989,1,500,cert,0.015075371,0.026800662,0.425460577,0.291457176,0.006700166,0.011725292,597
651,1,1350,merch,1.082089424,0.002132196,0,0,0,0.412579775,938
581,0,1750,entertain,0.07745266,0.407917261,0.070567966,0.464715958,0,0.060240954,581
254,0,3145,cert,0.777659416,0.177659512,0,1.926595688,0.404255152,1.573403359,940
477,0,500,cert,0.150110364,0,0,0.147902846,0.231788039,0.226269245,906
376,0,2980,cert,1.001770973,0.720991612,0,0.162090302,0.041629732,0.946855545,1129
42,0,7510,cert,0.137267828,0,4.956893921,0.02917771,0.010610074,0.056366026,1508
351,0,2720,cert,0.1375947,0.146262169,0.368363857,0.062838554,0,0.157096386,923
142,0,1060,cert,0.146745443,0.076923072,0.391715765,0.037869811,0.005917158,0.111242592,845
1031,1,2250,travel,0.001782531,0.030303016,0.080213845,0.146167517,0.001782531,0.012477718,561
164,0,4800,entertain,0.32608676,0.335203171,2.138849258,0.00350631,0.000701262,0.392005444,1426
704,1,3600,travel,0.105263114,0.164759636,2.395879746,0.088100672,0.013729975,0.244851232,874
911,0,700,merch,0.060747653,0,1.079439163,1.04205513,0,1.378503799,214
707,0,900,travel,2.955356598,0.303571224,0,0.193080306,0.342633724,2.149553299,896
485,0,12750,travel,7.683227539,0.819875717,3.627328873,-0.006211177,0.062111795,7.788818359,161
1438,1,800,cert,0.101351321,0.209459424,0,0,0.027027026,0.087837815,148
1106,0,525,cert,0.034334749,0.012875535,0,0,0.055793971,0.004291844,233
228,0,2095,cert,0.591836453,0.023809522,0.524659634,0.176020384,0.190476179,0.69387722,1176
567,1,4700,entertain,1.087657929,0.143021822,4.805072784,0.378315926,0.137254834,1.182236671,867
1507,1,200,cert,0.028571427,0,1.385713577,0,0,0,70
266,1,1155,cert,0.015151508,0,1.01742363,0.000757576,0.007575754,0.007575754,1320
625,1,2000,travel,0.154724717,0.328141213,0.842159748,0.300103664,0.136033177,0.316718578,963
532,0,1375,cert,1.228570938,0,0,0,0,0.428571224,35
878,1,3600,travel,1.47397995,0.216596246,0,0.001406469,0.035161734,1.07313633,711
663,0,6160,travel,0.008284017,0.005917158,0.344378471,0.013017751,0,0.001183432,845
271,0,1440,cert,0.491557121,0,1.174483299,0.17260778,1.907129288,0.08630389,1066
563,0,3100,merch,0,0.529341221,0.990418911,0.001197605,0.03592813,0.233532906,835
140,0,9230,entertain,0.308235169,0.138823509,5.717643738,0,0.635293961,0.614117622,425
335,0,1280,cert,0.343384981,0,0.441634178,0.228599191,0.090466917,0.345330715,1028
115,0,3940,entertain,0.072408497,0.003048779,2.821645737,0.239329219,0.048018277,0.167682886,1312
612,0,600,cert,0.114814758,0.001234568,0,0.17037034,0.333333254,0.066666663,810
892,1,2150,merch,0.024834424,0,0,0,0.004966885,0,604
63,0,9962,cert,3.399490356,0.003392704,2.899913788,0.507209301,0.511450291,2.75402832,1179
819,1,350,cert,0.162449956,0.055925429,0.267642975,0.002663115,0.003994674,0.163781524,751
625,0,3515,cert,0.103030264,0.006060604,1.278787613,0.018181816,0.007575754,0.062121183,660
1473,1,1375,travel,0.282828093,0,0,0.090909064,0,0.151515126,99
729,1,2140,travel,0,0.004640371,6.712295532,0,0,0.004640371,862
23,0,14005,cert,0.066973031,0.497701883,8.400520325,0.009192377,0.003282994,0.367695332,1523
162,0,10450,cert,0.186192393,1.676428795,0,0.488842249,0.217573166,0.526499271,1434
868,0,4425,travel,0.007999994,0.111999989,1.727999687,0,0,0.047999978,125
767,0,4800,merch,0.128038883,0.244732499,1.902754784,0.14748776,0.016207442,0.197730899,617
174,0,2855,cert,0.077060878,0.507168293,0,0.083333314,0.126344085,0.292114496,1116
1002,1,850,merch,0.064798594,0.028021008,0.250437737,0.08231169,0.343257427,0.096322238,571
1356,0,340,entertain,0,0.34817791,0,0.92307663,0.165991902,0.202429056,247
92,0,1990,cert,0.073306739,0.466932058,0.679680824,0.39203167,1.161752701,1.658963203,1255
738,0,2175,cert,0.39453125,0,0.01171875,0.04296875,0,0.115234375,512
1455,1,825,merch,0,0,0.488549471,0.030534342,0,0,131
4,0,365,cert,0.615384579,0,0.384615183,0,0,0,13
1023,1,225,entertain,0.159929633,0.41124773,0.300527096,0.086115956,0.022847086,0.34094882,569
58,0,2380,merch,0.125925899,0.251851797,0,0.199999929,0.051851839,0.158024669,405
407,0,1500,cert,0.109699726,0.071593523,1.051962853,0.113163948,0.004618935,0.092378736,866
217,0,18975,merch,0.195248604,0.73793602,12.72976685,0.091314018,0.386042833,0.541202545,1347
327,0,7395,travel,4.502574921,0.132302404,0,0.512027264,0.72164917,4.13659668,1164
102,0,2800,merch,0.488229036,0,1.503582001,0,0.584442139,0.192425728,977
776,1,1800,travel,0.00368098,0,3.990182877,0.00736196,0.309202433,0.132515311,815
421,0,2000,merch,1.34990406,0.662523747,0.716061115,1.71319294,0.02676864,2.822177887,1046
1143,0,195,cert,0.016597509,0.016597509,0,0.290456295,0,0.008298755,241
799,1,3000,merch,0.002541294,0.674714088,0,0.054637849,0,0.335450888,787
157,1,990,cert,0.291086197,0.097492993,0,0.052228391,0.006267406,0.150417805,1436
18,0,350,entertain,0.720285893,0,0,0,0,0.637176037,1119
486,0,425,cert,0.016883105,0.064935029,0,0.092207789,0.207792163,0.187012911,770
77,1,1200,travel,0.190854788,0.320079327,0.603048325,0.102716982,0,0.202783227,1509
802,1,2250,merch,0.207207203,0.065637052,1.485198975,0.069498062,0,0.277992249,777
182,0,975,cert,0.79540205,0.027586207,0.039846718,0.007662833,0.000766283,0.485057354,1305
96,0,2480,travel,0.199726343,0.061559498,9.477424622,0.374828816,0.04651162,0.229822159,731
9,0,925,merch,0.26326108,0.121807456,0,0.104125679,2.16109848,0.400785685,509
390,1,280,cert,0.012842462,0.018835604,0.063356161,0,0.112157524,0.008561641,1168
897,0,2175,cert,2.527244568,0.306332827,0.157584667,0.085419715,0.100147247,2.337259293,679
286,0,15970,cert,1.664134979,0.653164387,7.955272675,0.639662266,0.344303608,1.502109528,1185
1291,1,2125,merch,1.842281342,0.154362321,0.34563756,0.036912739,0.335570335,0.677852154,298
156,0,2945,cert,1.375270844,0.155459046,0.06435281,0.344902277,0.161966682,0.864786625,1383
65,1,2700,merch,0.51181078,0.076771617,2.167322159,0.156167865,0.144356847,0.339238644,1524
189,0,3230,cert,1.171473503,0.028846145,0.012019225,0.255608797,0.496794701,0.979967594,1248
56,0,13525,cert,0.257187128,0.601398468,6.08158493,0.090909064,0.318570137,0.679098606,1287
98,0,2750,travel,2.042463303,0.000832639,0,0.107410491,0.004163194,1.035802841,1201
544,1,355,cert,0.011964105,0.079760671,0,0.010967098,0.005982053,0.037886322,1003
933,1,175,cert,0.010670729,0.169207215,0,0.025914624,0,0.07469511,656
137,0,1425,travel,0.429169416,0,2.755058289,0.145847797,0.133984566,0.267969132,1433
43,0,7500,travel,0.067861676,0.012804091,2.668373108,0.047375143,4.106273651,0.025608182,781
119,0,3925,cert,1.329953194,0.000780031,0.521840572,0.171606779,0.098283887,0.354134083,1282
365,0,2890,entertain,0.114973247,0.086452723,0.471479416,0.049019605,0.087343991,0.196969628,1122
46,0,980,cert,2.636238098,0,0.474948406,0.036376089,0.068634152,2.350032806,1457
353,0,1120,cert,0.579146862,0,0,0,0.265402794,0.413269997,1055
5,1,1025,cert,0.441813231,0.002029769,1.000676155,0.002029769,0,0.261163712,1478
370,1,900,cert,0.260049105,0.041017205,0.293683291,0.018047571,0.003281377,0.06234616,1219
832,0,2175,merch,0.351879597,0,3.124811173,0.001503759,0.063157857,0.124812007,665
1035,1,375,cert,0.036281169,0.024943307,0,0,0,0.020408154,441
347,0,510,cert,0.14461112,0.120054543,0.152796626,0.166439176,0,0.068212807,733
506,0,7375,merch,0.52243948,0.509780884,1.749136925,0.26121974,0.005753737,0.507479668,869
223,0,4000,cert,0.471625567,1.671778679,0,0.000766871,0.305214644,1.111962318,1304
115,1,3150,travel,1.125253677,0,0,0.101557195,0.102911294,0.7163167,1477
428,0,1360,cert,0.517489433,0.101851821,0,0.125514388,0.012345672,0.112139881,972
4,0,2000,merch,0.520030975,0.165750146,1.513746262,0.052631557,0.009426549,0.276512146,1273
1016,0,185,cert,,,,,,,
94,0,11200,travel,1.851031303,0.762413979,7.465240479,0.096256673,0.232238293,2.226890564,1309
461,0,3600,cert,0.003058104,0.091743112,0.437308788,0.027522922,0.012232415,0.045871556,327
256,0,3350,entertain,1.043409348,0.75611639,0.385951042,0.136542916,0.033938408,1.175216675,1267
161,0,1690,entertain,2.549396515,0.007228915,0.036144555,0.05863452,0.159839273,2.26345253,1245
259,0,2640,merch,0.425208807,1.041761398,0,0.05087319,0.114654481,0.837509155,1317
1211,1,5147,travel,0.015873015,0.431216717,4.325393677,0.240740657,0,0.449735403,378
546,0,8535,merch,4.601703644,0,0,0.287539721,0.070287526,4.052181244,939
39,0,610,entertain,0.777606964,0,0,0.012269937,0.090490758,0.542177677,1304
5,0,1020,entertain,0.122627735,0.078102171,0.50510931,0.126277328,0.067153275,0.216788292,1370
1097,0,2375,cert,0.065624952,0.524999619,0.653124809,0.199999929,0.074999988,0.271874905,320
1159,0,750,cert,0.660326004,0.092391253,0,0.364130259,0.103260815,0.067934752,368
44,0,7795,travel,4.103717804,0.042400509,2.274623871,0.253098488,0.105022788,3.735811234,1533
30,1,3100,merch,0.095819891,0.359485388,1.201929092,0.037299007,0.01736334,0.266880989,1555
63,0,2455,cert,0.635789394,0.019649118,1.054034233,0.003508771,0.231578946,0.518596172,1425
1060,0,850,travel,0.042253494,0.492957592,0,0,0.042253494,0.281690121,71
69,0,525,entertain,0.392250061,0,0.01563561,0,0.005438477,0.285519838,1471
254,0,1120,cert,0.093363285,0.052868366,0.940382004,0,0,0.03937006,889
1242,1,990,cert,0.212643623,0.008620687,0.936781406,0.071839035,0,0.117816091,348
330,0,1890,merch,0.116448283,0.004366811,0,0.029112071,0.131004334,0.165938854,687
283,0,5424,travel,0.454638004,0.719673634,3.195716858,0.439347506,0.192660451,0.950050831,981
4,0,2395,cert,0.293716669,0.102952302,1.533685684,0.267978668,0.237698674,0.299772739,1321
647,1,350,entertain,0.183651686,0.01592356,0,0.25053072,0.008492567,0.072186828,942
13,0,3940,cert,0.315755606,0.070739508,2.131832123,0.054019272,0.042443723,0.22636652,1555
373,0,2885,cert,0.735544682,0.110900462,0.018957332,0.039810419,0.072985768,0.248341203,1055
636,0,6130,entertain,0.163128376,0.46592164,1.402234078,0.187709451,0.280446768,0.51508379,895
21,0,175,entertain,0,0.139597297,0.012080535,0,0.004026845,0.053691268,745
679,0,550,cert,0.409999847,0,0,0.016666666,0.028333321,0.398333311,600
327,0,300,entertain,0.345195532,0,0,0,0.074733079,0.064056933,562
80,0,1250,merch,0.031186432,0,0.000677966,0.141016841,0.536948681,0.092203379,1475
37,0,1400,travel,1.60816288,0.130612135,0.142857075,0.538775444,0.03673467,1.481632233,490
426,0,615,cert,0.050656647,0.387429476,0,0.028142586,0.003752343,0.186679125,1066
260,0,1750,cert,0.06600982,0.273891449,1.933004379,0.640393734,0.128078699,0.533989906,1015
350,0,4775,cert,0.068693638,0.0259009,2.701576233,0.120495439,0.690315247,0.309684515,888
1007,1,320,cert,0.139575958,0,0,0.042402804,0,0,566
89,0,2675,entertain,1.402897835,0.113043428,1.900724411,0.09492749,0.205072403,1.418840408,1380
519,0,3690,entertain,5.107200623,0.010050245,0,0.276381731,0.130653262,4.592964172,597
8,0,3200,travel,0,0.06640625,3.235675812,0.055338532,0.291666508,0.18359375,1536
77,0,750,cert,0.108052969,0.155963302,0,0.026503563,0.012232415,0.089704335,981
55,0,4535,cert,0.744713783,0.000783085,1.175410271,0.219263792,0.016444787,0.476115704,1277
258,0,3035,entertain,0,0,1.426707268,0,0.002302378,0,1303
394,1,350,entertain,0.115029335,0,0,0.036104113,0,0.025188908,1191
207,0,5250,merch,3.431577683,0,0.135087609,0.012280695,0.007894732,3.344736099,1140
184,0,50,entertain,0.60433054,0.033464551,0.42716527,0.092519641,0,0.360236168,508
44,1,2400,cert,0.481266022,0.074289382,0.471576214,0.02067183,0.302971363,0.357234955,1548
30,1,1000,merch,0.175824165,0.010342598,0.17970264,0.023270845,0,0.049773753,1547
1341,1,280,cert,,,,,,,
639,0,615,merch,0.057203382,0.247881293,0,0.294491291,0.330508471,0.504237175,472
36,0,1140,travel,0.244525433,0.071167827,0,0,0.158759117,0.089416027,548
49,0,2465,cert,0.321951151,0.027874559,1.75330925,0.094076634,0.218815327,0.406968594,1435
186,0,625,cert,0.058870941,0.058064491,0,0.235483766,0.141935468,0.077419341,1240
322,0,4785,cert,3.220266342,0.022613064,0,0.145728588,0.030988261,2.707704544,1194
244,0,1170,entertain,0.245733738,0.290102243,0,0.00511945,0.060580194,0.326791763,1172
413,0,2500,travel,1.033179283,0.184331775,0.590783119,0.083870947,0.036866337,1.018432617,1085
11,0,25490,cert,4.240867615,1.165278435,4.516334534,0.731582165,2.479179382,5.310054779,1561
903,0,2900,merch,0.331521511,0.168478251,6.171192169,0,0.769021511,0.475543261,368
948,1,1800,cert,0.819032669,0.10764426,0,0.053042114,0.020280808,0.585022926,641
1386,1,75,cert,0.005681817,0.3125,0,0.028409079,0,0.198863626,176
345,0,905,entertain,0.295582295,0.025702804,0.191164613,0.092369437,0.028915659,0.247389555,1245
118,0,2280,travel,0.145454526,0.14109087,1.22181797,0.071272671,0.02836363,0.255272627,1375
14,0,23698,travel,5.642295837,0.087467313,5.204307556,0.328328848,0.279373169,5.426239014,1532
1238,1,280,cert,0.006042294,0.027190328,0,0.157099605,0.006042294,0.006042294,331
583,1,1750,travel,0.450495005,0.475247383,0,0.10594058,0.103960395,0.669306755,1010
